id,name,birth_year,death_year,birth_place_raw,country,region,period,wikidata,lifespan
norberto_cozzani,Norberto Ricardo Cozzani,1942.0,,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,,
jorge_antonio_berges,Jorge Antonio Bergés,1942.0,,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5547964,
jorge_bacque,Jorge Antonio Bacqué,1922.0,2014.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q17579943,92.0
ramon_camps,Ramón Juan Alberto Camps,1927.0,1994.0,"Paraná, Entre Ríos, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q7290454,67.0
alejandro_katz,Gabriel Alejandro Katz,1960.0,,"Buenos Aires, Argentina",Argentina,Latin America,Contemporary,,
miguel_etchecolatz,Miguel Osvaldo Etchecolatz,1929.0,2022.0,"Azul, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q369733,93.0
dante_caputo,Dante Mario Antonio Caputo,1943.0,2018.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1164999,75.0
juan_sourrouille,Juan Vital Sourrouille,1940.0,2021.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2835664,81.0
mohamed_seineldin,Mohamed Alí Seineldín,1933.0,2009.0,"Concepción del Uruguay, Entre Ríos, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q607425,76.0
guillermo_fierro,Guillermo Jorge Fierro,1930.0,2011.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,,81.0
adolf_eichmann,Otto Adolf Eichmann,1906.0,1962.0,"Solingen, Alemania",Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q28085,56.0
jose_caridi,José Dante Caridi,1930.0,2012.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5938739,82.0
jose_rivanera,José Nicolás Rivanera,1928.0,2004.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,,76.0
alfredo_astiz,Alfredo Ignacio Astiz,1951.0,,"Mar del Plata, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q512547,
horacio_gonzalez,Horacio Luis González,1944.0,2021.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5902375,77.0
osvaldo_bayer,Osvaldo Jorge Bayer,1927.0,2018.0,"Santa Fe, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q366890,91.0
reynaldo_bignone,Reynaldo Benito Antonio Bignone,1928.0,2018.0,"Morón, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q298430,90.0
julio_martinez_vivot,Julio César Martínez Vivot,1923.0,2005.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5955490,82.0
raul_borras,Raúl Andrés Borrás,1933.0,1985.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5490895,52.0
oscar_landi,Oscar Landi,1939.0,2003.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q6053902,64.0
dalmiro_saenz,Dalmiro Antonio Sáenz,1926.0,2016.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5797695,90.0
jose_felix_uriburu,José Félix Uriburu,1868.0,1932.0,"Salta, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q363555,64.0
eliseo_veron,Eliseo Verón,1935.0,2014.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1330696,79.0
oswald_ducrot,Oswald Ducrot,1930.0,2024.0,"París, Francia",France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q3357508,94.0
francois_recanati,François Recanati,1952.0,,"París, Francia",France,Western Europe,Contemporary,http://www.wikidata.org/entity/Q3085655,
jean_francois_lyotard,Jean-François Lyotard,1924.0,1998.0,"Vincennes, Francia",France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q193257,74.0
lucia_aseff,Lucía María Aseff,,,"Rosario, Argentina",Argentina,Latin America,Unknown,,
noam_chomsky,Avram Noam Chomsky,1928.0,,"Filadelfia, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q9049,
charles_de_gaulle,Charles André Joseph Marie de Gaulle,1890.0,1970.0,"Lille, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q2042,80.0
oscar_igounet_padre,Oscar Pablo Igounet,1918.0,2008.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,,90.0
oscar_igounet_hijo,Oscar Igounet,,,,,Other/Unknown,Unknown,,
ovidio_riccheri,Ovidio P. Riccheri,1906.0,2004.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,,98.0
tomas_de_torquemada,Tomás de Torquemada,,,,,Other/Unknown,Unknown,,
