id,name,type,country,region,period,birth_year,in_degree,out_degree
alejandra_pizarnik,Alejandra Pizarnik,cited,Argentina,Latin America,World Wars Era,1936.0,1,0
andre_pieyre,André Pieyre de Mandiargues,cited,France,Western Europe,Long 19th Century,1909.0,1,0
john_donne,John Donne,cited,United Kingdom,Western Europe,Renaissance,1572.0,1,0
octavio_paz,Octavio Paz,cited,Mexico,Latin America,World Wars Era,1914.0,1,0
giordano_bruno,Giordano Bruno,cited,Italy,Western Europe,Renaissance,1548.0,1,0
fred_hoyle,Fred Hoyle,cited,United Kingdom,Western Europe,World Wars Era,1915.0,1,0
roland_barthes,Roland Barthes,cited,France,Western Europe,World Wars Era,1915.0,1,0
yeats,William Butler Yeats,cited,Ireland,Western Europe,Long 19th Century,1865.0,1,0
safo,Safo,cited,Greece,Southern Europe / Classical,Antiquity (Archaic),-630.0,1,0
sylvia_plath,Sylvia Plath,cited,United States,North America,World Wars Era,1932.0,1,0
silvina_ocampo,Silvina Ocampo,cited,Argentina,Latin America,Long 19th Century,1903.0,1,0
olga_orozco,Olga Orozco,cited,Argentina,Latin America,World Wars Era,1920.0,1,0
haroldo_campos,Haroldo de Campos,author,Brazil,Latin America,World Wars Era,1929.0,0,1
goethe,Johann Goethe,cited,Germany,Western Europe,Early Modern,1749.0,1,0
leonora_carrington,Leonora Carrington,author,United Kingdom,Western Europe,World Wars Era,1917.0,0,3
pascal,Blaise Pascal,cited,France,Western Europe,Early Modern,1623.0,1,0
alfonso_xiii,Alfonso XIII de Borbón,cited,Spain,Western Europe,Long 19th Century,1886.0,1,0
francisco_franco,Francisco Franco,cited,Spain,Western Europe,Long 19th Century,1892.0,1,0
