bibl_id,title,author_name,author_ref,date_year,level,lang,citation_count
par_scandale,Par le Scandale,,,1899,j,fr,1
seconde_enfance_zola,La seconde enfance de Zola,"Bloy, Léon",leon_bloy,1899,a,fr,1
bloy_accuse,Je m'accuse...,"Bloy, Léon",leon_bloy,1900,m,fr,1
dernieres_cotonnes,Les Dernières Colonnes de l'Église,"Bloy, Léon",leon_bloy,1903,m,fr,1
daniel_deronda,Daniel Deronda,"Eliot, George",george_eliot,1876,m,,1
pour_juifs,Pour les juifs,"Zola, Émile",emile_zola,1896,a,fr,1
ultimo_chouan,El último Chouan,"Balzac, Honoré de",balzac,1829,m,,1
cuento_priora,Cuento de la priora,"Chaucer, Geoffrey",chaucer,,a,,1
wawerley,Waverley,"Scott, Walter",walter_scott,1814,m,,1
casa_nucingen,La casa Nucingen,"Balzac, Honoré de",balzac,1838,m,,1
chien_caillou,Chien-Caillou,Champfleury,champfleury,1847,m,fr,1
manette_salomon,Manette Salomon,"Goncourt, Edmond de",edmond_goncourt,1867,m,fr,1
baudelaire_flores_mal,Las flores del mal,"Baudelaire, Charles",baudelaire,1857,m,,1
belle_helene,La Belle Hélène,"Halévy, Ludovic",ludovico_halevy,1864,m,fr,1
origen_especies,El origen de las especies,"Darwin, Charles",charles_darwin,1859,m,,1
bopp_gramatica_comparada,Gramática comparada,"Bopp, Franz",franz_bopp,1833,m,,1
eddas,Eddas (Edda poética y Edda prosaica),,,1220,m,,1
marx_critica_economia_politica,Elementos fundamentales para la crítica de la economía política,"Marx, Karl",karl_marx,1939,m,,1
diario_le_temps,Le Temps,,,1861,j,,1
marx_cuestion_judia,Sobre la cuestión judía,"Marx, Karl",karl_marx,1844,m,,1
zola_lettre_jeunesse,Lettre à la jeunesse,"Zola, Émile",emile_zola,1897,m,fr,1
zola_lettre_france,Lettre à la France,"Zola, Émile",emile_zola,1898,m,fr,1
nueva_gaceta_renana,Nueva Gaceta Renana,,,1848,j,,1
cantos_maldoror,Los cantos de Maldoror,"Lautréamont, Comte de (Isidore Ducasse)",lautreamont,1869,m,,1
bloy_mujer_pobre,La mujer pobre,"Bloy, Léon",leon_bloy,1897,m,,1
bloy_exegesis,Exégesis de los lugares comunes,"Bloy, Léon",leon_bloy,1902,m,,1
diario_gaulois,Le Gaulois,,,1868,j,,1
gaya_ciencia,La gaya ciencia,"Nietzsche, Friedrich",friedrich_nietzsche,1882,m,,1
pascal_pensamientos,Pensamientos,"Pascal, Blaise",pascal,1670,m,,1
lamentaciones,Lamentaciones,Jeremías,jeremias,-586,m,,1
improperios,Improperios,,,,m,,1
bloy_sangre_pobre,Le Sang du Pauvre,"Bloy, Léon",leon_bloy,1909,m,fr,1
beguin_bloy,Léon Bloy l'impatient,"Béguin, Albert",albert_beguin,1944,m,fr,1
bernanos_grand_peur,La Grande Peur des bien-pensants,"Bernanos, Georges",georges_bernanos,1931,m,fr,1
bollery_bloy,"Léon Bloy, essai de biographie","Bollery, Joseph",joseph_bollery,1947,m,fr,1
bloy_complete,L'Oeuvre Complète de Léon Bloy,"Bloy, Léon",leon_bloy,1927,m,fr,1
brafman_libro,Das Buch vom Kahal. Auf Grund einer neuen Verdeutschung des russischen Originals,"Brafman, Jacob",jacob_brafman,1928,m,de,1
jewish_social_studies,Jewish Social Studies,,,1939,j,,1
colleye_ame_bloy,L'âme de Léon Bloy,"Colleye, Hubert",hubert_colleye,1930,m,fr,1
delhorbe_affaire_dreyfus,L'Affaire Dreyfus et les écrivains français,"Delhorbe, Cécile",cecile_delhorbe,1932,m,fr,1
drumont_france_juive_opinion,La France Juive devant l'opinion,"Drumont, Édouard",edouard_drumont,1886,m,fr,1
drumont_fin_monde,La Fin d'un monde,"Drumont, Édouard",edouard_drumont,1889,m,fr,1
drumont_testament_antisemite,Le Testament d'un antisémite,"Drumont, Édouard",edouard_drumont,1891,m,fr,1
elbogen_century_jewish_life,A Century of Jewish Life,"Elbogen, Ismar",ismar_elbogen,1944,m,en,1
fumet_mission_bloy,Mission de Léon Bloy,"Fumet, Stanislas",stanislas_fumet,1935,m,fr,1
janouch_kafka,Gespräche mit Kafka,"Janouch, Gustav",gustav_janouch,1951,m,de,1
journet_destinees_israel,Destinées d'Israël. À propos du salut par les Juifs,"Journet, Charles",charles_journet,1945,m,fr,1
lazare_fumier_job,Le Fumier de Job,"Lazare, Bernard",bernard_lazare,1910,m,fr,1
lory_pensee_religieuse,La Pensée religieuse de Léon Bloy,"Lory, Marie-Joseph",marie_joseph_lory,1951,m,fr,1
maritain_grandes_amities,Les Grandes Amitiés,"Maritain, Raissa",raissa_umansof,1941,m,fr,1
sartre_reflexiones,Reflexiones sobre la cuestión judía,"Sartre, Jean-Paul",jean_paul_sartre,1946,m,,1
zola_oeuvre_complete,L'Oeuvre Complète de Emile Zola,"Zola, Émile",emile_zola,1927,s,fr,1
zola_une_campagne,Une campagne,"Zola, Émile",emile_zola,1882,m,fr,1
zola_nouvelle_campagne,Nouvelle campagne,"Zola, Émile",emile_zola,1897,m,fr,1
bloy_mon_journal,Mon Journal,"Bloy, Léon",leon_bloy,1904,m,fr,1
evangelio_san_juan,Evangelio según San Juan,Juan el Evangelista,san_juan_persona,,m,,1
apocalipsis,Apocalipsis,Juan de Patmos,,,m,,1
sabiduria,Sabiduría,Anónimo (Pseudo-Salomón),,,m,,1
biblia_genesis,Génesis,Anónimo (Tradición Mosaica),,,m,,1
biblia_deuteronomio,Deuteronomio,Anónimo (Tradición Mosaica / Deuteronomista),,,m,,1
biblia_ezequiel,Ezequiel,Anónimo (Tradición de Ezequiel),,,m,,1
conrad_corazon_tinieblas,Heart of Darkness,"Conrad, Joseph",joseph_conrad,1899,m,en,1
montgomery_dama_lago,La dama del lago,"Montgomery, Robert",robert_montgomery,1947,m,,1
joyce_ulises,Ulysses,"Joyce, James",james_joyce,1922,m,en,1
borges_sur,El Sur,"Borges, Jorge Luis",borges,1953,a,,1
borges_pierre_menard,"Pierre Menard, autor del Quijote","Borges, Jorge Luis",borges,1939,a,,1
grass_rodaballo,El rodaballo,"Grass, Günter",gunter_grass,1977,m,,1
echeverria_autobiograficas,Páginas autobiográficas,"Echeverría, Esteban",esteban_echeverria,1962,m,,1
barthes_plaisir_texte,Le Plaisir du texte,"Barthes, Roland",roland_barthes,1973,m,fr,1
fait_divers,Faits divers de la Terre et du Ciel,"Ocampo, Silvina",silvina_ocampo,1974,m,fr,1
james_vuelta_tuerca,Otra vuelta de tuerca,"James, Henry",henry_james,1898,m,,1
james_art_novel,The Art of the Novel: Critical Prefaces,"James, Henry",henry_james,1934,m,en,1
barrenechea_lit_fantastica,La literatura fantástica: función de los códigos socioculturales en la constitución de un género,"Barrenechea, Ana María",ana_barrenechea,1981,a,,1
todorov_intro_lit_fant,Introduction à la littérature fantastique,"Todorov, Tzvetan",todorov,1970,m,fr,1
molloy_exageracion_lenguaje,Silvina Ocampo: la exageración como lenguaje,"Molloy, Sylvia",sylvia_molloy,1969,a,,1
baudelaire_mauvais_moine,Le Mauvais Moine,"Baudelaire, Charles",baudelaire,1857,a,fr,1
borges_inmortal,El inmortal,"Borges, Jorge Luis",borges,1947,a,,1
steiner_apres_babel,Après Babel. Une poétique du dire et de la traduction,"Steiner, George",george_steiner,1975,m,fr,1
forster_poesia,La poesía en lenguas extranjeras,"Forster, Leonard",leonard_forster,1970,m,,1
said_oriente,Orientalismo,"Said, Edward",edward_said,1978,m,,1
benjamin_tarea_traductor,La tarea del traductor,"Benjamin, Walter",walter_benjamin,1923,a,,1
carrington_abajo,Abajo,,leonora_carrington,1943,m,es,1
revista_las_moradas,Las Moradas,,,1947,j,,1
age_dors,"Collection ""L'Âge d'or""",,,1945,s,fr,1
