bibl_id,title,author_name,author_ref,date_year,level,lang,citation_count
brooks_poetry,Understanding poetry,"Brooks, Cleanth",cleanth_brooks,1960,m,,1
canal_feijoo_lugones,"Lugones, y el destino trágico","Canal Feijóo, Bernardo",canal_feijoo,1976,m,,1
dario_completa2,dario_completa2,,,,,,1
hernandez_jj_lugones,El signo prohibido de Leopoldo Lugones,"Hernández, Juan José",juan_jose_hernandez,1984,a,,1
revista_tiempo_argentino,Tiempo Argentino,,,1982,j,,1
lugones_montanias,Las montañas del oro,"Lugones, Leopoldo",leopoldo_lugones,1897,m,,1
lugones_crepusculos,Los crepúsculos del jardín,"Lugones, Leopoldo",leopoldo_lugones,1905,m,,1
lugones_limadurasi,Las limaduras de Hephaestos I. Piedras liminares,"Lugones, Leopoldo",leopoldo_lugones,1910,m,,1
lugones_completas,lugones_completas,,,,,,1
molloy_dario,molloy_dario,,,,,,1
paz_hijos_limo,Los hijos del limo,"Paz, Octavio",octavio_paz,1974,m,,1
sarduy_escrito_cuerpo,Escrito sobre un cuerpo,"Sarduy, Severo",severo_sarduy,1969,m,,1
tinianov_problema_lengua,El problema de la lengua poética,"Tinianov, Iuri",tinianov,1975,m,,1
vinias_sarmiento_cortazar,Literatura argentina y realidad política. De Sarmiento a Cortázar,"Viñas, David",david_vinias,1971,m,,1
puig_sangre,Sangre de amor correspondido,"Puig, Manuel",manuel_puig,1982,m,,1
choderlos_amistades_peligrosas,Las amistades peligrosas,"Choderlos de Laclos, Pierre",pierre_choderlos,1782,m,,1
puig_boquitas_pintadas,Boquitas pintadas,"Puig, Manuel",manuel_puig,1969,m,,1
