id,name,birth_year,death_year,birth_place_raw,country,region,period,wikidata,lifespan
esteban_echeverria,Esteban Echeverría,1805.0,1851.0,Virreinato del Río de la Plata,Virreinato del Río de la Plata,Other/Unknown,Revolutionary Era,http://www.wikidata.org/entity/Q188859,46.0
enrique_pezzoni,Enrique Pezzoni,1926.0,1989.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q10934058,63.0
sylvia_molloy,Sylvia Molloy,1938.0,2022.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q42904745,84.0
octavio_paz,Octavio Paz,1914.0,1998.0,México,Mexico,Latin America,World Wars Era,http://www.wikidata.org/entity/Q46739,84.0
lezama_lima,José Lezama Lima,1910.0,1976.0,Cuba,Cuba,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q366949,66.0
george_steiner,George Steiner,1929.0,2020.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q453288,91.0
cervantes,Miguel Cervantes,1547.0,1616.0,España,Spain,Western Europe,Renaissance,http://www.wikidata.org/entity/Q5682,69.0
goethe,Johann Goethe,1749.0,1832.0,Sacro Imperio Romano Germánico (actual Alemania),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q5879,83.0
holderlin,Johann Hölderlin,1770.0,1843.0,Ducado de Wurtemberg (actual Alemania),Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q75889,73.0
walter_benjamin,Walter Benjamin,1892.0,1940.0,Imperio alemán (actual Alemania),Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q61078,48.0
ricardo_zelarayan,Ricardo Zelarayán,1940.0,2010.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q6108561,70.0
osvaldo_lamborghini,Osvaldo Lamborghini,1940.0,1985.0,Argentina,Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2036284,45.0
jean_paul_sartre,Jean-Paul Sartre,1905.0,1980.0,Francia,France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q9364,75.0
gerard_genette,Gérard Genette,1930.0,2018.0,Francia,France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q266247,88.0
alfredo_palacios,Alfredo Palacios,1878.0,1965.0,Buenos Aires,Buenos Aires,Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q2880118,87.0
juan_domingo_peron,Juan Domingo Perón,1895.0,1974.0,"Lobos, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q93330,79.0
martinez_estrada,Ezequiel Martínez Estrada,1895.0,1964.0,"San José de la Esquina, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q464737,69.0
ricardo_piglia,Ricardo Piglia,1940.0,2017.0,"Adrogué, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q583814,77.0
roberto_arlt,Roberto Arlt,1900.0,1942.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q188838,42.0
jose_hernandez,José Hernández,1834.0,1886.0,"Chacras de Perdriel, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q377623,52.0
sarmiento,Domingo Faustino Sarmiento,1811.0,1888.0,"San Juan, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q254041,77.0
manuel_puig,Manuel Puig,1932.0,1990.0,"General Villegas, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q284560,58.0
franz_schubert,Franz Schubert,1797.0,1828.0,"Viena, Austria",Austria,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q7312,31.0
david_vinias,David Viñas,1927.0,2011.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q965392,84.0
jose_marmol,José Mármol,1817.0,1871.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q1709528,54.0
juan_jose_sebreli,Juan José Sebreli,1930.0,2024.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5950521,94.0
juan_manuel_rosas,Juan Manuel de Rosas,1793.0,1877.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q311436,84.0
lord_byron,George Gordon Byron,1788.0,1824.0,"Londres, Inglaterra",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q5679,36.0
juan_bautista_alberdi,Juan Bautista Alberdi,1810.0,1884.0,"San Miguel de Tucumán, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q722738,74.0
hegel,Georg Wilhelm Friedrich Hegel,1770.0,1831.0,"Stuttgart, Alemania",Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q9235,61.0
levi_strauss,Claude Lévi-Strauss,1908.0,2009.0,"Bruselas, Bélgica",Belgium,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q128126,101.0
jose_luis_romero,José Luis Romero,1909.0,1977.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q9014133,68.0
philippe_aries,Philippe Ariès,1914.0,1984.0,"Blois, Francia",France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q434571,70.0
arturo_frondizi,Arturo Frondizi,1908.0,1995.0,"Paso de los Libres, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q346658,87.0
raul_alfonsin,Raúl Alfonsín,1927.0,2009.0,"Chascomús, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q193062,82.0
hector_campora,Héctor Cámpora,1909.0,1980.0,"Mercedes, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q356751,71.0
carl_jung,Carl Gustav Jung,1875.0,1961.0,"Kesswil, Suiza",Switzerland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q41532,86.0
rimbaud,Arthur Rimbaud,1854.0,1891.0,"Charleville, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q493,37.0
oscar_wilde,Oscar Wilde,1854.0,1900.0,"Dublín, Irlanda",Ireland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q30875,46.0
hector_murena,Héctor Murena,1923.0,1975.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1642834,52.0
gongora,Luis de Góngora y Argote,1561.0,1627.0,"Córdoba, España",Spain,Western Europe,Renaissance,http://www.wikidata.org/entity/Q219744,66.0
raul_scalabrini_ortiz,Raúl Scalabrini Ortiz,1898.0,1959.0,"Corrientes, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q4263301,61.0
italo_calvino,Italo Calvino,1923.0,1985.0,"Santiago de las Vegas, Cuba",Cuba,Latin America,World Wars Era,http://www.wikidata.org/entity/Q154756,62.0
guillermo_hudson,William Henry Hudson,1841.0,1922.0,"Quilmes, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q255470,81.0
chesterton,Gilbert Keith Chesterton,1874.0,1936.0,"Kensington, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q183167,62.0
de_quincey,Thomas De Quincey,1785.0,1859.0,"Mánchester, Reino Unido",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q317160,74.0
canal_feijoo,Bernardo Canal Feijóo,1897.0,1982.0,"Santiago del Estero, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q16489661,85.0
jean_starobinski,Jean Starobinski,1920.0,2019.0,"Ginebra, Suiza",Switzerland,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q123507,99.0
jorge_monteleone,Jorge Monteleone,1957.0,,"Buenos Aires, Argentina",Argentina,Latin America,Contemporary,,
tinianov,Yuri Tiniánov,1894.0,1943.0,"Rezekne, Letonia","Rezekne, Letonia",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q368455,49.0
santiago_dabove,Santiago Dabove,1889.0,1951.0,"Morón, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q7420248,62.0
virgilio,Publio Virgilio,-70.0,-19.0,"Andes, República Romana","Andes, República Romana",Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q1398,51.0
northrop_frye,Northrop Frye,1912.0,1991.0,"Sherbrooke, Canadá","Sherbrooke, Canadá",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q354256,79.0
charles_olson,Charles Olson,1910.0,1970.0,"Worcester, Estados Unidos",United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q922978,60.0
umberto_eco,Umberto Eco,1932.0,2016.0,"Alessandria, Italia",Italy,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q12807,84.0
vladimir_propp,Vladimir Propp,1895.0,1970.0,"San Petersburgo, Imperio Ruso","San Petersburgo, Imperio Ruso",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q313455,75.0
viktor_shklovski,Víktor Shklovski,1893.0,1984.0,"San Petersburgo, Imperio Ruso","San Petersburgo, Imperio Ruso",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q312467,91.0
andre_malraux,André Malraux,1901.0,1976.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q151164,75.0
henry_de_montherlant,Henry de Montherlant,1895.0,1972.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q379956,77.0
ludwig_wittgenstein,Ludwig Wittgenstein,1889.0,1951.0,"Viena, Austria",Austria,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q9391,62.0
giovanni_morelli,Giovanni Morelli,1816.0,1891.0,"Verona, Italia",Italy,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q923703,75.0
botticelli,Sandro Botticelli,1445.0,1510.0,"Florencia, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q5669,65.0
nicolas_olivari,Nicolás Olivari,1900.0,1966.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q6042411,66.0
edgar_wind,Edgar Wind,1900.0,1971.0,"Berlín, Alemania",Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q72294,71.0
miguel_angel,Miguel Ángel Buonarroti,1475.0,1564.0,"Caprese, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q5592,89.0
william_beckford,William Beckford,1760.0,1844.0,"Londres, Reino Unido",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q361026,84.0
lucio_mansilla,Lucio V. Mansilla,1831.0,1913.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q9024744,82.0
andre_breton,André Breton,1896.0,1966.0,"Tinchebray, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q161955,70.0
david_hume,David Hume,1711.0,1776.0,"Edimburgo, Escocia","Edimburgo, Escocia",Other/Unknown,Early Modern,http://www.wikidata.org/entity/Q37160,65.0
carlos_correas,Carlos Correas,1931.0,2000.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5750084,69.0
hans_christian_andersen,Hans Christian Andersen,1805.0,1875.0,"Odense, Dinamarca",Denmark,Scandinavia,Revolutionary Era,http://www.wikidata.org/entity/Q5673,70.0
hugo_von_hofmannsthal,Hugo von Hofmannsthal,1874.0,1929.0,"Viena, Imperio Austrohúngaro","Viena, Imperio Austrohúngaro",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q51513,55.0
teocrito,Teócrito,-310.0,-260.0,"Siracusa, Magna Grecia",United States,North America,Classical Antiquity,http://www.wikidata.org/entity/Q219484,50.0
torquato_tasso,Torquato Tasso,1544.0,1595.0,"Sorrento, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q168962,51.0
antonio_gramsci,Antonio Gramsci,1891.0,1937.0,"Ales, Italia",Italy,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q83003,46.0
michael_riffaterre,Michael Riffaterre,1924.0,2006.0,"Bourganeuf, Francia",France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q886469,82.0
carlo_ginzburg,Carlo Ginzburg,1939.0,,"Turín, Italia",Italy,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q355251,
perugino,Pietro Vannucci,1448.0,1523.0,"Città della Pieve, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q5827,75.0
lisa_block,Lisa Block de Behar,1937.0,,"Montevideo, Uruguay",Uruguay,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1726813,
cosme_tura,Cosimo Tura,1430.0,1495.0,"Ferrara, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q7129,65.0
wilhelm_dilthey,Wilhelm Dilthey,1833.0,1911.0,"Biebrich, Alemania",Germany,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q60080,78.0
benedetto_croce,Benedetto Croce,1866.0,1952.0,"Pescasseroli, Italia",Italy,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q192348,86.0
robert_louis_stevenson,Robert Louis Stevenson,1850.0,1894.0,"Edimburgo, Escocia","Edimburgo, Escocia",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q1512,44.0
jacques_benigne_bossuet,Jacques-Bénigne Bossuet,1627.0,1704.0,"Dijon, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q294100,77.0
jacques_rigaut,Jacques Rigaut,1898.0,1929.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q1678090,31.0
pierre_loti,Julien Viaud,1850.0,1923.0,"Rochefort, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q311854,73.0
paul_nizan,Paul Nizan,1905.0,1940.0,"Tours, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q723621,35.0
fenimore_cooper,James Fenimore Cooper,1789.0,1851.0,"Burlington, Estados Unidos",United States,North America,Revolutionary Era,http://www.wikidata.org/entity/Q167856,62.0
marcel_schwob,Marcel Schwob,1867.0,1905.0,"Chaville, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q472697,38.0
jean_genet,Jean Genet,1910.0,1986.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q184622,76.0
george_berkeley,George Berkeley,1685.0,1753.0,"Kilkenny, Irlanda",Ireland,Western Europe,Early Modern,http://www.wikidata.org/entity/Q82049,68.0
georg_lichtenberg,Georg Christoph Lichtenberg,1742.0,1799.0,"Ober-Ramstadt, Alemania",Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q57554,57.0
aldous_huxley,Aldous Huxley,1894.0,1963.0,"Godalming, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q81447,69.0
kemp_smith,Norman Kemp Smith,1872.0,1958.0,"Dundee, Escocia","Dundee, Escocia",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q3394805,86.0
bartolome_mitre,Bartolomé Mitre,1821.0,1906.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q314362,85.0
tomas_de_aquino,Tomás de Aquino,1225.0,1274.0,"Roccasecca, Italia",Italy,Western Europe,Medieval,http://www.wikidata.org/entity/Q9438,49.0
carlos_astrada,Carlos Astrada,1894.0,1970.0,"Córdoba, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q2939300,76.0
arthur_schopenhauer,Arthur Schopenhauer,1788.0,1860.0,"Danzig, Polonia",Poland,Eastern Europe,Early Modern,http://www.wikidata.org/entity/Q38193,72.0
hg_wells,Herbert George Wells,1866.0,1946.0,"Bromley, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q42511,80.0
tchuang_tzu,Zhou Zhuang,-369.0,-286.0,"Meng, China",China,Asia,Classical Antiquity,http://www.wikidata.org/entity/Q47739,83.0
patricio_de_azcarate,Patricio de Azcárate,1800.0,1886.0,"León, España",Spain,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q6066817,86.0
juan_bautista_ritvo,Juan Bautista Ritvo,1940.0,,"Santa Fe, Argentina",Argentina,Latin America,World Wars Era,,
johann_winckelmann,Johann Joachim Winckelmann,1717.0,1768.0,"Stendal, Alemania",Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q57280,51.0
euclides,Euclides,-325.0,-265.0,Desconocido,Desconocido,Other/Unknown,Classical Antiquity,http://www.wikidata.org/entity/Q8747,60.0
rodolfo_fogwill,Rodolfo Fogwill,1941.0,2010.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q763107,69.0
marques_sade,Donatien Alphonse François de Sade,1740.0,1814.0,"París, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q123867,74.0
varo,Alfeno Varo,-100.0,-30.0,"Cremona, Italia",Italy,Western Europe,Hellenistic/Roman,http://www.wikidata.org/entity/Q1241376,70.0
lou_andreas_salome,Lou Andreas-Salomé,1861.0,1937.0,"San Petersburgo, Rusia",Russia,Eastern Europe,Long 19th Century,http://www.wikidata.org/entity/Q38873,76.0
