bibl_id,title,author_name,author_ref,date_year,level,lang,citation_count
steiner_lenguaje,"Lenguaje y silencio: ensayos sobre la literatura, el lenguaje y lo inhumano","Steiner, George",george_steiner,1982,m,,1
unamuno_idioma_argentinos,unamuno_idioma_argentinos,,,,,,1
rubione_criollismo,rubione_criollismo,,,,,,1
vinias_lit_arg,vinias_lit_arg,,,,,,1
briante_relatos,Ley de Juego. Relatos,"Briante, Miguel",miguel_briante,1983,m,,1
briante_hamacas,Las hamacas voladoras,"Briante, Miguel",miguel_briante,1964,m,,1
briante_hombre_orilla,Hombre en la orilla,"Briante, Miguel",miguel_briante,1968,m,,1
beckett_malone,Malone muere,"Beckett, Samuel",samuel_beckett,1951,m,,1
beckett_fin_partida,Fin de partida,"Beckett, Samuel",samuel_beckett,1957,m,,1
lugones_lunario,Lunario sentimental,"Lugones, Leopoldo",leopoldo_lugones,1909,m,,1
gusman_brillos,Brillos,"Gusmán, Luis",luis_gusman,1975,m,,1
arlt_ciencias_ocultas,Las ciencias ocultas en la ciudad de Buenos Aires,"Arlt, Roberto",roberto_arlt,1920,a,,1
dabove_muerte_traje,La muerte y su traje,"Dabove, Santiago",santiago_dabove,1961,m,,1
quiroga_cuentos_selva,Cuentos de la selva,"Quiroga, Horacio",horacio_quiroga,1918,m,,1
shakespeare_hamlet,Hamlet,"Shakespeare, William",shakespeare,1603,m,,1
rimbaud_temporada_infierno,Una temporada en el infierno,"Rimbaud, Arthur",rimbaud,1873,m,,1
eliot_tierra_baldia,La tierra baldía,"Eliot, T. S.",ts_eliot,1922,m,,1
eliot_cuartetos,Los cuatro cuartetos,"Eliot, T. S.",ts_eliot,1943,m,,1
soriano_penas_olvido,No habrá más penas ni olvido,"Soriano, Osvaldo",osvaldo_soriano,1978,m,,1
puig_maldicion,Maldición eterna a quien lea estas páginas,"Puig, Manuel",manuel_puig,1980,m,,1
puig_sangre,Sangre de amor correspondido,"Puig, Manuel",manuel_puig,1982,m,,1
bronte_cumbres,Cumbres borrascosas,"Brontë, Emily",emily_bronte,1847,m,,1
flaubert_educacion,La educación sentimental,"Flaubert, Gustave",gustave_flaubert,1869,m,,1
eneida,Eneida,Virgilio,virgilio,-19,m,,1
odisea,Odisea,Homero,homero,-725,m,,1
gautier_emaux_camees,Émaux et Camées,"Gautier, Théophile",theophile_gautier,1852,m,,1
flaubert_madame_bovary,Madame Bovary,"Flaubert, Gustave",gustave_flaubert,1857,m,,1
baudelaire_flores_mal,Las flores del mal,"Baudelaire, Charles",baudelaire,1857,m,,1
wilde_salome,Salomé,"Wilde, Oscar",oscar_wilde,1893,m,,1
