id,name,type,country,region,period,birth_year,in_degree,out_degree
severo_sarduy,Severo Sarduy,cited,Cuba,Latin America,World Wars Era,1937.0,1,0
joseph_conrad,Joseph Conrad,cited,Imperio Ruso,Other/Unknown,Long 19th Century,1857.0,2,0
robert_montgomery,Robert Montgomery,cited,United States,North America,Long 19th Century,1904.0,1,0
jose_donoso,José Donoso,cited,Chile,Latin America,World Wars Era,1924.0,1,0
marcel_duchamp,Marcel Duchamp,cited,France,Western Europe,Long 19th Century,1887.0,1,0
laurence_sterne,Laurence Sterne,cited,Ireland,Western Europe,Early Modern,1713.0,1,0
jose_valverde,José Valverde,cited,Spain,Western Europe,World Wars Era,1926.0,1,0
vladimir_nabokov,Vladimir Nabokov,cited,"San Petesburgo, Imperio Ruso",Other/Unknown,Long 19th Century,1899.0,1,0
emir_rodriguez_monegal,Emir Rodríguez Monegal,cited,Uruguay,Latin America,World Wars Era,1921.0,1,0
alfred_korzybski,Alfred Korzybski,cited,Poland,Eastern Europe,Long 19th Century,1879.0,1,0
jose_marti,José Martí,cited,Cuba,Latin America,Long 19th Century,1853.0,1,0
gunter_grass,Günter Grass,cited,Poland,Eastern Europe,World Wars Era,1927.0,1,0
miguel_saenz,Miguel Sáenz,cited,Protectorado español de Marruecos,Other/Unknown,World Wars Era,1932.0,1,0
esteban_echeverria,Esteban Echeverría,cited,Virreinato del Río de la Plata,Other/Unknown,Revolutionary Era,1805.0,1,0
enrique_pezzoni,Enrique Pezzoni,author,Argentina,Latin America,World Wars Era,1926.0,0,8
silvina_ocampo,Silvina Ocampo,cited,Argentina,Latin America,Long 19th Century,1903.0,1,0
henry_james,Henry James,cited,United States,North America,Revolutionary Era,1843.0,1,0
sylvia_molloy,Sylvia Molloy,cited,Argentina,Latin America,World Wars Era,1938.0,1,15
jose_joaquin_olmedo,José Olmedo,cited,Virreinato de Nueva Granada,Other/Unknown,Early Modern,1780.0,1,0
jose_maria_heredia,José Heredia,cited,Cuba,Latin America,Revolutionary Era,1803.0,1,0
estrada_cabrera,Manuel Estrada Cabrera,cited,Guatemala,Other/Unknown,Long 19th Century,1857.0,1,0
henriquez_urenia,Pedro Henríquez Ureña,cited,República Dominicana,Other/Unknown,Long 19th Century,1884.0,1,0
pedro_salinas,Pedro Salinas,cited,Spain,Western Europe,Long 19th Century,1891.0,1,0
octavio_paz,Octavio Paz,cited,Mexico,Latin America,World Wars Era,1914.0,1,0
lezama_lima,José Lezama Lima,cited,Cuba,Latin America,Long 19th Century,1910.0,1,0
juan_valera,Juan Valera,cited,Spain,Western Europe,Revolutionary Era,1824.0,1,0
cornelio_agrippa,Heinrich Agrippa,cited,Germany,Western Europe,Renaissance,1486.0,1,0
antoine_berman,Antoine Berman,author,France,Western Europe,World Wars Era,1942.0,0,29
george_steiner,George Steiner,cited,France,Western Europe,World Wars Era,1929.0,1,0
leonard_forster,Leonard Forster,cited,United Kingdom,Western Europe,Long 19th Century,1913.0,1,0
pieter_hooft,Pieter Hooft,cited,Netherlands,Western Europe,Renaissance,1581.0,1,0
cervantes,Miguel Cervantes,cited,Spain,Western Europe,Renaissance,1547.0,1,0
john_milton,John Milton,cited,United Kingdom,Western Europe,Early Modern,1608.0,1,0
franz_rosenzweig,Franz Rosenzweig,cited,Imperio alemán,Other/Unknown,Long 19th Century,1886.0,1,0
johann_herder,Johann Herder,cited,Germany,Western Europe,Early Modern,1744.0,1,0
edward_said,Edward Said,cited,United States,North America,World Wars Era,1935.0,1,0
henri_meschonnic,Henri Meschonnic,cited,France,Western Europe,World Wars Era,1932.0,1,0
paul_celan,Paul Celan,cited,Reino de Rumania,Other/Unknown,World Wars Era,1920.0,1,0
gaston_bachelard,Gaston Bachelard,cited,France,Western Europe,Long 19th Century,1884.0,1,0
novalis,Novalis,cited,Germany,Western Europe,Early Modern,1772.0,1,0
goethe,Johann Goethe,cited,Germany,Western Europe,Early Modern,1749.0,1,0
holderlin,Johann Hölderlin,cited,Germany,Western Europe,Early Modern,1770.0,1,0
valery_larbaud,Valery Larbaud,cited,France,Western Europe,Long 19th Century,1881.0,1,0
walter_benjamin,Walter Benjamin,cited,Germany,Western Europe,Long 19th Century,1892.0,1,0
august_schlegel,August Schlegel,cited,Germany,Western Europe,Early Modern,1767.0,1,0
armand_robin,Armand Robin,cited,France,Western Europe,Long 19th Century,1912.0,1,0
wilhelm_von_humboldt,Wilhelm Humboldt,cited,Germany,Western Europe,Early Modern,1767.0,1,0
gerard_nerval,Gérard Nerval,cited,France,Western Europe,Revolutionary Era,1808.0,1,0
stefan_george,Stefan George,cited,Germany,Western Europe,Long 19th Century,1868.0,1,0
rilke,Rainer Rilke,cited,Imperio Austrohúngaro,Other/Unknown,Long 19th Century,1875.0,1,0
leonora_carrington,Leonora Carrington,author,United Kingdom,Western Europe,World Wars Era,1917.0,0,11
max_ernst,Max Ernst,cited,Germany,Western Europe,Long 19th Century,1891.0,1,0
renato_leduc,Renato Leduc,cited,Mexico,Latin America,Long 19th Century,1897.0,1,0
benjamin_peret,Benjamin Péret,cited,France,Western Europe,Long 19th Century,1899.0,1,0
pierre_mabille,Pierre Mabille,cited,France,Western Europe,Long 19th Century,1904.0,1,0
cesar_moro,César Moro,cited,Peru,Latin America,Long 19th Century,1903.0,1,0
catherine_yarrow,Catherine Yarrow,cited,United Kingdom,Western Europe,Long 19th Century,1904.0,1,0
francisco_franco,Francisco Franco,cited,Spain,Western Europe,Long 19th Century,1892.0,1,0
federico_garcia_lorca,Federico García Lorca,cited,Spain,Western Europe,Long 19th Century,1898.0,1,0
