id,name,type,country,region,period,birth_year,in_degree,out_degree
leonardo_castellani,Leonardo Castellani,cited,Argentina,Latin America,Long 19th Century,1899.0,4,0
ignacio_anzoategui,Ignacio Anzoátegui,cited,Argentina,Latin America,Long 19th Century,1905.0,4,0
juan_jose_hernandez_arregui,Juan José Hernández Arregui,cited,Argentina,Latin America,Long 19th Century,1913.0,4,0
abelardo_ramos,Jorge Abelardo Ramos,cited,Argentina,Latin America,World Wars Era,1921.0,4,0
milciades_penia,Milcíades Peña,cited,Argentina,Latin America,World Wars Era,1933.0,4,0
borges,Jorge Borges,cited,Argentina,Latin America,Long 19th Century,1899.0,7,0
roberto_arlt,Roberto Arlt,cited,Argentina,Latin America,Long 19th Century,1900.0,4,0
jaime_rest,Jaime Rest,cited,Argentina,Latin America,World Wars Era,1927.0,4,0
pierre_chaunu,Pierre Chaunu,cited,France,Western Europe,World Wars Era,1923.0,4,0
san_agustin,de Hipona Agustín,cited,Imperio Romano,Other/Unknown,Hellenistic/Roman,354.0,4,0
jean_paul_sartre,Jean-Paul Sartre,cited,France,Western Europe,Long 19th Century,1905.0,4,0
jean_yves_calvez,Jean-Yves Calvez,cited,France,Western Europe,World Wars Era,1927.0,4,0
levi_strauss,Claude Lévi-Strauss,cited,Belgium,Western Europe,Long 19th Century,1908.0,4,0
angel_rama,Ángel Rama,cited,Uruguay,Latin America,World Wars Era,1926.0,5,0
alfredo_palacios,Alfredo Palacios,cited,Buenos Aires,Other/Unknown,Long 19th Century,1878.0,4,0
arturo_frondizi,Arturo Frondizi,cited,Argentina,Latin America,Long 19th Century,1908.0,4,0
hector_campora,Héctor Cámpora,cited,Argentina,Latin America,Long 19th Century,1909.0,4,0
juan_domingo_peron,Juan Domingo Perón,cited,Argentina,Latin America,Long 19th Century,1895.0,4,0
raul_alfonsin,Raúl Alfonsín,cited,Argentina,Latin America,World Wars Era,1927.0,4,0
louis_althusser,Louis Althusser,cited,France,Western Europe,World Wars Era,1918.0,4,0
roland_barthes,Roland Barthes,cited,France,Western Europe,World Wars Era,1915.0,6,0
jacques_derrida,Jacques Derrida,cited,"El Biar, Argelia",Other/Unknown,World Wars Era,1930.0,4,0
julia_kristeva,Julia Kristeva,cited,"Sliven, Bulgaria",Other/Unknown,World Wars Era,1941.0,4,0
spinoza,Baruch Spinoza,cited,Netherlands,Western Europe,Early Modern,1632.0,4,0
friedrich_nietzsche,Friedrich Nietzsche,cited,Germany,Western Europe,Revolutionary Era,1844.0,5,0
fiodor_dostoyevski,Fiódor Dostoyevski,cited,"Moscú, Imperio Ruso",Other/Unknown,Revolutionary Era,1821.0,4,0
osvaldo_lamborghini,Osvaldo Lamborghini,author,Argentina,Latin America,World Wars Era,1940.0,1,1
diana_bilmezis,Diana Bilmezis,cited,,Other/Unknown,Unknown,,1,0
michel_foucault,Michel Foucault,cited,France,Western Europe,World Wars Era,1926.0,2,0
jean_starobinski,Jean Starobinski,cited,Switzerland,Western Europe,World Wars Era,1920.0,1,0
charles_olson,Charles Olson,cited,United States,North America,Long 19th Century,1910.0,1,0
walter_benjamin,Walter Benjamin,cited,Germany,Western Europe,Long 19th Century,1892.0,1,0
melville,Herman Melville,cited,United States,North America,Revolutionary Era,1819.0,2,0
kafka,Franz Kafka,cited,Czech Republic,Eastern Europe,Long 19th Century,1883.0,2,0
antonio_gramsci,Antonio Gramsci,cited,Italy,Western Europe,Long 19th Century,1891.0,1,0
zaratustra,Zaratustra,cited,Imperio Medo,Other/Unknown,Antiquity (Archaic),-628.0,1,0
dante_alighieri,Dante Alighieri,cited,Italy,Western Europe,Medieval,1265.0,3,0
umberto_eco,Umberto Eco,cited,Italy,Western Europe,World Wars Era,1932.0,1,0
maurice_blanchot,Maurice Blanchot,cited,France,Western Europe,Long 19th Century,1907.0,2,4
homero,Homero,cited,Greece,Southern Europe / Classical,Antiquity (Archaic),-750.0,1,0
shakespeare,William Shakespeare,cited,United Kingdom,Western Europe,Renaissance,1564.0,3,0
gustave_flaubert,Gustave Flaubert,cited,France,Western Europe,Revolutionary Era,1821.0,2,0
italo_calvino,Italo Calvino,cited,Cuba,Latin America,World Wars Era,1923.0,1,0
ernst_curtius,Ernst Curtius,cited,Germany,Western Europe,Revolutionary Era,1814.0,1,0
northrop_frye,Northrop Frye,cited,"Sherbrooke, Canadá",Other/Unknown,Long 19th Century,1912.0,1,0
george_steiner,George Steiner,cited,France,Western Europe,World Wars Era,1929.0,1,0
vladimir_propp,Vladimir Propp,cited,"San Petersburgo, Imperio Ruso",Other/Unknown,Long 19th Century,1895.0,1,0
todorov,Tzvetan Todorov,cited,Bulgaria,Other/Unknown,World Wars Era,1939.0,1,0
algirdas_greimas,Algirdas Julien Greimas,cited,Russia,Eastern Europe,World Wars Era,1917.0,1,0
paul_valery,Ambroise Valéry,cited,France,Western Europe,Long 19th Century,1871.0,3,0
samuel_beckett,Samuel Beckett,cited,Ireland,Western Europe,Long 19th Century,1906.0,2,0
andre_malraux,André Malraux,cited,France,Western Europe,Long 19th Century,1901.0,1,0
viktor_shklovski,Víktor Shklovski,cited,"San Petersburgo, Imperio Ruso",Other/Unknown,Long 19th Century,1893.0,1,0
henry_de_montherlant,Henry de Montherlant,cited,France,Western Europe,Long 19th Century,1895.0,1,0
edgar_allan_poe,Edgar Poe,cited,United States,North America,Revolutionary Era,1809.0,3,0
harold_bloom,Harold Bloom,cited,United States,North America,World Wars Era,1930.0,1,0
jose_marmol,José Mármol,cited,Argentina,Latin America,Revolutionary Era,1817.0,1,0
bajtin,Mijaíl Bajtín,cited,"Oriol, Imperio Ruso",Other/Unknown,Long 19th Century,1895.0,3,0
rabelais,François Rabelais,cited,France,Western Europe,Renaissance,1494.0,1,0
henri_bergson,Henri Bergson,cited,France,Western Europe,Long 19th Century,1859.0,2,0
freud,Sigmund Freud,cited,Imperio Austríaco,Other/Unknown,Long 19th Century,1856.0,2,0
mallarme,Stéphane Mallarmé,cited,France,Western Europe,Revolutionary Era,1842.0,2,0
michael_riffaterre,Michael Riffaterre,cited,France,Western Europe,World Wars Era,1924.0,1,0
ludwig_wittgenstein,Ludwig Wittgenstein,cited,Austria,Western Europe,Long 19th Century,1889.0,1,0
jean_luc_godard,Jean-Luc Godard,cited,France,Western Europe,World Wars Era,1930.0,1,0
lisa_block,Lisa Block de Behar,cited,Uruguay,Latin America,World Wars Era,1937.0,1,0
giovanni_morelli,Giovanni Morelli,cited,Italy,Western Europe,Revolutionary Era,1816.0,2,0
carlo_ginzburg,Carlo Ginzburg,cited,Italy,Western Europe,World Wars Era,1939.0,1,0
perugino,Pietro Vannucci,cited,Italy,Western Europe,Renaissance,1448.0,1,0
da_vinci,Leonardo Vinci,cited,Italy,Western Europe,Renaissance,1452.0,1,0
botticelli,Sandro Botticelli,cited,Italy,Western Europe,Renaissance,1445.0,1,0
cosme_tura,Cosimo Tura,cited,Italy,Western Europe,Renaissance,1430.0,1,0
spitzer,Leo Spitzer,cited,Austria,Western Europe,Long 19th Century,1887.0,1,0
schleiermacher,Friedrich Schleiermacher,cited,Germany,Western Europe,Early Modern,1768.0,1,0
wilhelm_dilthey,Wilhelm Dilthey,cited,Germany,Western Europe,Revolutionary Era,1833.0,1,0
gerard_genette,Gérard Genette,cited,France,Western Europe,World Wars Era,1930.0,1,0
maupassant,Guy Maupassant,cited,France,Western Europe,Long 19th Century,1850.0,1,0
nicolas_olivari,Nicolás Olivari,cited,Argentina,Latin America,Long 19th Century,1900.0,1,0
benedetto_croce,Benedetto Croce,cited,Italy,Western Europe,Long 19th Century,1866.0,1,0
edgar_wind,Edgar Wind,cited,Germany,Western Europe,Long 19th Century,1900.0,1,0
macedonio_fernandez,Macedonio Fernández,cited,Argentina,Latin America,Long 19th Century,1874.0,4,0
witold_gombrowicz,Witold Gombrowicz,cited,Poland,Eastern Europe,Long 19th Century,1904.0,2,0
lezama_lima,José Lezama Lima,cited,Cuba,Latin America,Long 19th Century,1910.0,2,0
thomas_carlyle,Thomas Carlyle,cited,Escocia,Other/Unknown,Revolutionary Era,1795.0,1,0
miguel_angel,Miguel Ángel Buonarroti,cited,Italy,Western Europe,Renaissance,1475.0,1,0
oscar_wilde,Oscar Wilde,cited,Ireland,Western Europe,Long 19th Century,1854.0,1,0
william_beckford,William Beckford,cited,United Kingdom,Western Europe,Early Modern,1760.0,1,0
robert_louis_stevenson,Robert Louis Stevenson,cited,"Edimburgo, Escocia",Other/Unknown,Long 19th Century,1850.0,1,0
chesterton,Gilbert Keith Chesterton,cited,United Kingdom,Western Europe,Long 19th Century,1874.0,1,0
lord_byron,George Gordon Byron,cited,United Kingdom,Western Europe,Early Modern,1788.0,1,0
lucio_mansilla,Lucio V. Mansilla,cited,Argentina,Latin America,Revolutionary Era,1831.0,1,0
jacques_benigne_bossuet,Jacques-Bénigne Bossuet,cited,France,Western Europe,Early Modern,1627.0,1,0
andre_gide,André Gide,cited,France,Western Europe,Long 19th Century,1869.0,1,0
andre_breton,André Breton,cited,France,Western Europe,Long 19th Century,1896.0,1,0
jacques_rigaut,Jacques Rigaut,cited,France,Western Europe,Long 19th Century,1898.0,1,0
baudelaire,Charles Baudelaire,cited,France,Western Europe,Revolutionary Era,1821.0,3,0
julian_casal,Julián Casal,cited,,Other/Unknown,Unknown,,1,0
pierre_loti,Julien Viaud,cited,France,Western Europe,Long 19th Century,1850.0,1,0
paul_nizan,Paul Nizan,cited,France,Western Europe,Long 19th Century,1905.0,1,0
jose_hernandez,José Hernández,cited,Argentina,Latin America,Revolutionary Era,1834.0,2,0
rimbaud,Arthur Rimbaud,cited,France,Western Europe,Long 19th Century,1854.0,1,0
michel_leiris,Michel Leiris,cited,France,Western Europe,Long 19th Century,1901.0,1,0
gilles_deleuze,Gilles Deleuze,cited,France,Western Europe,World Wars Era,1925.0,1,0
fenimore_cooper,James Fenimore Cooper,cited,United States,North America,Revolutionary Era,1789.0,1,0
marcel_schwob,Marcel Schwob,cited,France,Western Europe,Long 19th Century,1867.0,1,0
carlos_correas,Carlos Correas,cited,Argentina,Latin America,World Wars Era,1931.0,1,0
jean_genet,Jean Genet,cited,France,Western Europe,Long 19th Century,1910.0,2,0
juan_carlos_ongania,Juan Carlos Onganía,cited,Argentina,Latin America,World Wars Era,1914.0,1,0
juan_manuel_rosas,Juan Manuel de Rosas,cited,Argentina,Latin America,Revolutionary Era,1793.0,1,0
hans_christian_andersen,Hans Christian Andersen,cited,Denmark,Scandinavia,Revolutionary Era,1805.0,1,0
hugo_von_hofmannsthal,Hugo von Hofmannsthal,cited,"Viena, Imperio Austrohúngaro",Other/Unknown,Long 19th Century,1874.0,1,0
teocrito,Teócrito,cited,United States,North America,Classical Antiquity,-310.0,1,0
torquato_tasso,Torquato Tasso,cited,Italy,Western Europe,Renaissance,1544.0,1,0
edmund_spenser,Edmund Spenser,cited,United Kingdom,Western Europe,Renaissance,1552.0,1,0
lou_andreas_salome,Lou Andreas-Salomé,cited,Russia,Eastern Europe,Long 19th Century,1861.0,1,0
varo,Alfeno Varo,cited,Italy,Western Europe,Hellenistic/Roman,-100.0,1,0
virgilio,Publio Virgilio,cited,"Andes, República Romana",Other/Unknown,Hellenistic/Roman,-70.0,1,0
marques_sade,Donatien Alphonse François de Sade,cited,France,Western Europe,Early Modern,1740.0,1,0
ricardo_zelarayan,Ricardo Zelarayán,cited,Argentina,Latin America,World Wars Era,1940.0,1,0
rodolfo_fogwill,Rodolfo Fogwill,cited,Argentina,Latin America,World Wars Era,1941.0,1,0
euclides,Euclides,cited,Desconocido,Other/Unknown,Classical Antiquity,-325.0,1,0
ernesto_sabato,Ernesto Sabato,cited,Argentina,Latin America,Long 19th Century,1911.0,1,0
charles_dickens,Charles Dickens,cited,United Kingdom,Western Europe,Revolutionary Era,1812.0,1,0
victor_hugo,Victor Hugo,cited,France,Western Europe,Revolutionary Era,1802.0,1,0
emile_zola,Émile Zola,cited,France,Western Europe,Revolutionary Era,1840.0,1,0
guillermo_hudson,William Henry Hudson,cited,Argentina,Latin America,Revolutionary Era,1841.0,1,0
johann_winckelmann,Johann Joachim Winckelmann,cited,Germany,Western Europe,Early Modern,1717.0,1,0
balzac,Honoré Balzac,cited,France,Western Europe,Revolutionary Era,1799.0,1,0
paul_schreber,Daniel Paul Schreber,cited,Germany,Western Europe,Revolutionary Era,1842.0,1,0
evaristo_carriego,Evaristo Carriego,cited,Argentina,Latin America,Long 19th Century,1883.0,1,0
juan_bautista_ritvo,Juan Bautista Ritvo,author,Argentina,Latin America,World Wars Era,1940.0,0,33
kant,Immanuel Kant,cited,Germany,Western Europe,Early Modern,1724.0,3,0
karl_marx,Karl Marx,cited,Germany,Western Europe,Revolutionary Era,1818.0,2,0
hegel,Georg Wilhelm Friedrich Hegel,cited,Germany,Western Europe,Early Modern,1770.0,2,0
goethe,Johann Goethe,cited,Germany,Western Europe,Early Modern,1749.0,1,0
cervantes,Miguel Cervantes,cited,Spain,Western Europe,Renaissance,1547.0,1,0
george_berkeley,George Berkeley,cited,Ireland,Western Europe,Early Modern,1685.0,1,0
hg_wells,Herbert George Wells,cited,United Kingdom,Western Europe,Long 19th Century,1866.0,1,0
de_quincey,Thomas De Quincey,cited,United Kingdom,Western Europe,Early Modern,1785.0,1,0
arthur_schopenhauer,Arthur Schopenhauer,cited,Poland,Eastern Europe,Early Modern,1788.0,1,0
platon,Platón,cited,Greece,Southern Europe / Classical,Classical Antiquity,-428.0,1,0
patricio_de_azcarate,Patricio de Azcárate,cited,Spain,Western Europe,Revolutionary Era,1800.0,1,0
martin_heidegger,Martin Heidegger,cited,Germany,Western Europe,Long 19th Century,1889.0,2,0
bartolome_mitre,Bartolomé Mitre,cited,Argentina,Latin America,Revolutionary Era,1821.0,1,0
tomas_de_aquino,Tomás de Aquino,cited,Italy,Western Europe,Medieval,1225.0,1,0
carl_jung,Carl Gustav Jung,cited,Switzerland,Western Europe,Long 19th Century,1875.0,1,0
lacan,Jacques Lacan,cited,France,Western Europe,Long 19th Century,1901.0,2,0
david_hume,David Hume,cited,"Edimburgo, Escocia",Other/Unknown,Early Modern,1711.0,1,0
aldous_huxley,Aldous Huxley,cited,United Kingdom,Western Europe,Long 19th Century,1894.0,1,0
kemp_smith,Norman Kemp Smith,cited,"Dundee, Escocia",Other/Unknown,Long 19th Century,1872.0,1,0
georg_lichtenberg,Georg Christoph Lichtenberg,cited,Germany,Western Europe,Early Modern,1742.0,1,0
tchuang_tzu,Zhou Zhuang,cited,China,Asia,Classical Antiquity,-369.0,1,0
holderlin,Johann Hölderlin,cited,Germany,Western Europe,Early Modern,1770.0,1,0
santiago_bullrich,Santiago Bullrich,author,,Other/Unknown,Unknown,,0,6
james_joyce,James Joyce,cited,Ireland,Western Europe,Long 19th Century,1882.0,1,0
lewis_carroll,Lewis Carroll,cited,United Kingdom,Western Europe,Revolutionary Era,1832.0,1,0
brian_boru,Brian Boru,cited,Ireland,Western Europe,Medieval,941.0,1,0
lucien_goldmann,Lucien Goldmann,cited,"Bucarest, Rumania",Other/Unknown,Long 19th Century,1913.0,1,0
pierre_bourdieu,Pierre Bourdieu,cited,France,Western Europe,World Wars Era,1930.0,1,0
gyorgy_lukacs,György Lukács,cited,Hungary,Eastern Europe,Long 19th Century,1885.0,1,0
theodor_adorno,Theodor Adorno,cited,Germany,Western Europe,Long 19th Century,1903.0,1,0
raymond_aron,Raymond Aron,cited,France,Western Europe,Long 19th Century,1905.0,1,0
max_weber,Max Weber,cited,Germany,Western Europe,Long 19th Century,1864.0,1,0
nicos_poulantzas,Nicos Poulantzas,cited,Greece,Southern Europe / Classical,World Wars Era,1936.0,1,0
friedrich_schelling,Friedrich Wilhelm Joseph Schelling,cited,Germany,Western Europe,Early Modern,1775.0,1,0
soren_kierkegaard,Søren Kierkegaard,cited,Denmark,Scandinavia,Revolutionary Era,1813.0,1,0
carl_von_clausewitz,Carl von Clausewitz,cited,Germany,Western Europe,Early Modern,1780.0,1,0
severo_sarduy,Severo Sarduy,cited,Cuba,Latin America,World Wars Era,1937.0,2,0
mario_vargas_llosa,Mario Vargas Llosa,cited,Peru,Latin America,World Wars Era,1936.0,1,0
louis_ferdinand_celine,Louis-Ferdinand Céline,cited,France,Western Europe,Long 19th Century,1894.0,1,0
william_faulkner,William Faulkner,cited,United States,North America,Long 19th Century,1897.0,1,0
luis_chitarroni,Luis Chitarroni,author,Argentina,Latin America,Contemporary,1958.0,0,13
santiago_dabove,Santiago Dabove,cited,Argentina,Latin America,Long 19th Century,1889.0,1,0
aleksandr_pushkin,Aleksandr Pushkin,cited,Russia,Eastern Europe,Revolutionary Era,1799.0,1,0
juan_filiberto,Juan de Dios Filiberto,cited,Argentina,Latin America,Long 19th Century,1885.0,1,0
ernst_junger,Ernst Jünger,cited,Germany,Western Europe,Long 19th Century,1895.0,1,0
philippe_aries,Philippe Ariès,cited,France,Western Europe,World Wars Era,1914.0,1,0
malcolm_lowry,Malcolm Lowry,cited,United Kingdom,Western Europe,Long 19th Century,1909.0,1,0
john_keats,John Keats,cited,United Kingdom,Western Europe,Revolutionary Era,1795.0,1,0
percy_shelley,Percy Bysshe Shelley,cited,United Kingdom,Western Europe,Revolutionary Era,1792.0,1,0
nikolai_gogol,Nikolai Gogol,cited,"Sorochyntsi, Ucrania",Other/Unknown,Revolutionary Era,1809.0,1,0
jean_martin_charcot,Jean-Martin Charcot,cited,France,Western Europe,Revolutionary Era,1825.0,1,0
enrique_pezzoni,Enrique Pezzoni,author,Argentina,Latin America,World Wars Era,1926.0,0,7
felisberto_hernandez,Felisberto Hernández,cited,Uruguay,Latin America,Long 19th Century,1902.0,1,0
arcimboldo,Giuseppe Arcimboldo,cited,Italy,Western Europe,Renaissance,1526.0,1,0
josefina_ludmer,Josefina Ludmer,cited,Argentina,Latin America,World Wars Era,1939.0,1,0
franz_schubert,Franz Schubert,cited,Austria,Western Europe,Revolutionary Era,1797.0,1,0
walter_gieseking,Walter Gieseking,cited,France,Western Europe,Long 19th Century,1895.0,1,0
raul_zoppi,Raul Zoppi,author,,Other/Unknown,Unknown,,0,3
ana_barrenechea,Ana Barrenechea,cited,Argentina,Latin America,Long 19th Century,1913.0,1,0
adolfo_de_obieta,Adolfo de Obieta,cited,Argentina,Latin America,Long 19th Century,1912.0,1,0
jorge_monteleone,Jorge Monteleone,author,Argentina,Latin America,Contemporary,1957.0,0,23
gongora,Luis de Góngora y Argote,cited,Spain,Western Europe,Renaissance,1561.0,1,0
cleanth_brooks,Cleanth Brooks,cited,"Murray, Kentucky, EE. UU.",Other/Unknown,Long 19th Century,1906.0,1,0
robert_penn_warren,Robert Penn Warren,cited,"Guthrie, Kentucky, EE. UU.",Other/Unknown,Long 19th Century,1905.0,1,0
tinianov,Yuri Tiniánov,cited,"Rezekne, Letonia",Other/Unknown,Long 19th Century,1894.0,1,0
ruben_dario,Rubén Darío,cited,Nicaragua,Other/Unknown,Long 19th Century,1867.0,1,0
vicente_garcia_huidobro,Vicente García-Huidobro,cited,Chile,Latin America,Long 19th Century,1893.0,1,0
sylvia_molloy,Sylvia Molloy,cited,Argentina,Latin America,World Wars Era,1938.0,1,0
mario_praz,Mario Praz,cited,Italy,Western Europe,Long 19th Century,1896.0,1,0
heinrich_wolfflin,Heinrich Wölfflin,cited,Switzerland,Western Europe,Long 19th Century,1864.0,1,0
miguel_d_ors,Miguel d'Ors,cited,Spain,Western Europe,Contemporary,1946.0,1,0
octavio_paz,Octavio Paz,cited,Mexico,Latin America,World Wars Era,1914.0,1,0
georges_bataille,Georges Bataille,cited,France,Western Europe,Long 19th Century,1897.0,1,0
bettina_edelberg,Bettina Edelberg,cited,Argentina,Latin America,World Wars Era,1921.0,1,0
juan_jose_hernandez,Juan José Hernández,cited,Argentina,Latin America,World Wars Era,1931.0,1,0
jorge_panesi,Jorge Panesi,author,Argentina,Latin America,Contemporary,1945.0,0,6
manuel_puig,Manuel Puig,cited,Argentina,Latin America,World Wars Era,1932.0,1,0
ricardo_piglia,Ricardo Piglia,cited,Argentina,Latin America,World Wars Era,1940.0,1,0
rita_hayworth,Rita Hayworth,cited,United States,North America,World Wars Era,1918.0,1,0
tyrone_power,Tyrone Power,cited,United States,North America,World Wars Era,1914.0,1,0
